url,score
https://www.marist.edu/-/11th-annual-campus-sustainability-week,0.96
https://www.marist.edu/-/2018-04-12-eddie-whitman-pre-college-success-story,0.96
https://www.marist.edu/-/2018-05-25-equestrian-team,0.96
https://www.marist.edu/-/2018-08-07-fred-rogers,0.96
https://www.marist.edu/-/2018-08-07-nick-bayer-red-fox-highlight,0.96
https://www.marist.edu/-/2018-08-09-princeton-review-rankings,0.96
https://www.marist.edu/-/2018-08-13-allen-gavilanes-mac-hermann-trophy,0.91
https://www.marist.edu/-/2018-08-15-neil-fitzgerald-malting-grant,0.96
https://www.marist.edu/-/2018-08-17-honolulu-civil-beat,0.54
https://www.marist.edu/-/2018-08-21-freshman-class-welcome,0.96
https://www.marist.edu/-/2018-08-24-cathy-mulzer-award,0.96
https://www.marist.edu/-/2018-08-24-library-connectny,0.96
https://www.marist.edu/-/2018-08-30-alan-labouseur-distinguished-teacher-award,0.96
https://www.marist.edu/-/2018-08-31-new-faculty-welcome,0.87
https://www.marist.edu/-/2018-09-04-north-road-communications,0.96
https://www.marist.edu/-/2018-09-07-lavelle-hall-dedication,0.91
https://www.marist.edu/-/2018-09-10-kelly-peaks-red-fox-spotlight,0.96
https://www.marist.edu/-/2018-09-10-us-news-2019-rankings,0.96
https://www.marist.edu/-/2018-09-11-marist-health-quest-medical-school,0.83
https://www.marist.edu/-/2018-09-13-3-day-startup,0.96
https://www.marist.edu/-/2018-09-13-frankenstein-konfidential-art-exhibit,0.96
https://www.marist.edu/-/2018-09-18-lisa-stephens-diversity-education-research,0.96
https://www.marist.edu/-/2018-09-20-effron-lecture-lisa-leff,0.96
https://www.marist.edu/-/2018-09-20-shira-dentz-poetry-reading,0.96
https://www.marist.edu/-/2018-09-21-mary-beth-pfeiffer-lyme-talk,0.96
https://www.marist.edu/-/2018-09-25-graduate-programs-open-house,0.89
https://www.marist.edu/-/2018-09-26-robert-herz-lecture,0.96
https://www.marist.edu/-/2018-09-28-security-operations-center-opening,0.96
https://www.marist.edu/-/2018-10-01-david-cantu-red-fox-spotlight,0.96
https://www.marist.edu/-/2018-10-02-handel-krom-lecture-shaw-romney-susanah,0.96
https://www.marist.edu/-/2018-10-02-hawaii-reception,0.91
https://www.marist.edu/-/2018-10-02-jane-mcmanus-sports-comm-new-director,0.96
https://www.marist.edu/-/2018-10-08-jane-bean-folkes,0.96
https://www.marist.edu/-/2018-10-08-jonathan-starr-first-year-seminar-lecture,0.96
https://www.marist.edu/-/2018-10-09-undergrad-summer-research,0.87
https://www.marist.edu/-/2018-10-11-music-fall-concert-series,0.96
https://www.marist.edu/-/2018-10-16-eli-bisnett-cobb,0.96
https://www.marist.edu/-/2018-10-16-laruffa-dominick,0.96
https://www.marist.edu/-/2018-7-18-christopher-sorrentino-joins-fire-department,0.75
https://www.marist.edu/-/2018-7-18-marist-leads-maac-honor-roll-selections,0.91
https://www.marist.edu/-/art-historian-alison-mcqueen-to-discuss-french-fashion-of-the-1800s-text,0.96
https://www.marist.edu/-/career-services-office-career-fair-connects-students-with-employers,0.91
https://www.marist.edu/-/emmy-award-winning-broadcaster-james-brown-to-speak,0.96
https://www.marist.edu/-/espn-personality-pablo-torre-in-conversation,0.96
https://www.marist.edu/-/kevin-mccarthy-mlb-opening-day,0.91
https://www.marist.edu/-/marist-business-students-place-second-in-national-competition,0.96
https://www.marist.edu/-/marist-embraces-the-spirit-of-the-season-giving-tree-lessons-carols-marist-tree-and-other-traditions-mark-holida-1,0.96
https://www.marist.edu/-/marist-news-2018-alumni-awards,0.91
https://www.marist.edu/-/marist-news-a-balancing-act,0.96
https://www.marist.edu/-/marist-news-a-passion-for-poetry,0.96
https://www.marist.edu/-/marist-news-alyssa-moeder-89-marist-magazine,0.96
https://www.marist.edu/-/marist-news-american-advertising-federation-names-meghan-lai-19-a-most-promising-multicultural-student,0.96
https://www.marist.edu/-/marist-news-an-entrepreneur-for-accessibility-dana-jones-20-,0.96
https://www.marist.edu/-/marist-news-belfast-video,0.91
https://www.marist.edu/-/marist-news-black-lit-exhibition-of-rare-books-at-marist-s-cannavino-library-celebrates-black-history-month,0.96
https://www.marist.edu/-/marist-news-brian-parker-19-named-to-watch-list-for-3x3u-national-championship,0.91
https://www.marist.edu/-/marist-news-building-the-foundation-two-success-stories-from-marist-summer-pre-college,0.96
https://www.marist.edu/-/marist-news-center-for-social-justice-research,0.96
https://www.marist.edu/-/marist-news-college-launches-movement-analysis-laboratory-for-teaching-and-research,0.96
https://www.marist.edu/-/marist-news-communication-major-s-website-fills-a-need-in-the-marketplace,0.96
https://www.marist.edu/-/marist-news-computer-science-students-present-their-research-at-mit-columbia-and-other-prestigious-venues,0.96
https://www.marist.edu/-/marist-news-designer-francesca-liberatore-brings-real-world-experience-to-marist-fashion-students-on-and-off-the-runway,0.96
https://www.marist.edu/-/marist-news-dorothy-willis-68-marist-magazine,0.96
https://www.marist.edu/-/marist-news-female-stem-majors-enjoy-a-women-s-nite-out-,0.96
https://www.marist.edu/-/marist-news-graduate-programs-open-house-march-2,0.96
https://www.marist.edu/-/marist-news-head-of-the-charles-win,0.91
https://www.marist.edu/-/marist-news-help-jason-myers-13-reach-the-pro-bowl,0.91
https://www.marist.edu/-/marist-news-honors-thesis-exhibit-adds-a-special-focus-on-diversity,0.91
https://www.marist.edu/-/marist-news-jason-myers-13-helps-afc-prevail-in-pro-bowl,0.91
https://www.marist.edu/-/marist-news-jason-myers-13-selected-for-nfl-pro-bowl,0.86
https://www.marist.edu/-/marist-news-jewish-life-at-marist-is-alive-and-well-and-growing,0.96
https://www.marist.edu/-/marist-news-john-and-nancy-o-shea-hall-dedicated-in-campus-ceremony,0.91
https://www.marist.edu/-/marist-news-launching-pad-from-marist-to-the-new-york-jets,0.96
https://www.marist.edu/-/marist-news-learning-to-lead-marist-alumna-wins-athena-young-professional-leadership-award,0.96
https://www.marist.edu/-/marist-news-maac-championships-march-7-11-,0.86
https://www.marist.edu/-/marist-news-madeline-garcia-17-red-fox-spotlight,0.96
https://www.marist.edu/-/marist-news-marist-adds-entrepreneurship-concentration-option-for-business-majors,0.96
https://www.marist.edu/-/marist-news-marist-connection-premieres-with-an-interview-with-jerome-pickett-98,0.83
https://www.marist.edu/-/marist-news-marist-connections-an-interview-with-alvin-patrick-86,0.83
https://www.marist.edu/-/marist-news-marist-connections-podcast-features-ian-o-connor-86,0.83
https://www.marist.edu/-/marist-news-marist-faculty-and-students-promote-stem-exploration-through-hudson-valley-first-lego-league,0.96
https://www.marist.edu/-/marist-news-marist-madrid-meets-marist-poughkeepsie-in-art-exhibition-this-fall,0.96
https://www.marist.edu/-/marist-news-marist-online-programs-top-u-s-news-rankings,0.96
https://www.marist.edu/-/marist-news-marist-to-take-lead-on-iconic-mindset-list-in-2019,0.96
https://www.marist.edu/-/marist-news-marist-welcomes-transfer-students-from-college-of-new-rochelle,0.96
https://www.marist.edu/-/marist-news-marist-young-alumni-in-media,0.96
https://www.marist.edu/-/marist-news-migration-report-of-the-hudson-valley-2011-2016-released,0.96
https://www.marist.edu/-/marist-news-mission-driven-andrew-paulsen-12-wants-every-child-to-have-a-transformative-education,0.96
https://www.marist.edu/-/marist-news-musical-classic-hello-dolly-comes-to-marist,0.96
https://www.marist.edu/-/marist-news-new-episode-marist-connections-podcast,0.83
https://www.marist.edu/-/marist-news-new-report-on-employment-in-the-hudson-valley-shows-growing-income-disparity,0.96
https://www.marist.edu/-/marist-news-new-report-shows-highly-skewed-distribution-of-income-in-hudson-valley,0.96
https://www.marist.edu/-/marist-news-new-year-new-focus-women-s-leadership-program-kicks-off-2019-with-helen-rothberg-and-how-to-get-where-you-are-going-,0.96
https://www.marist.edu/-/marist-news-nick-russo-20-scores-big-with-an-nfl-internship,0.96
https://www.marist.edu/-/marist-news-nicole-doyle-gilman,0.96
https://www.marist.edu/-/marist-news-pioneering-newsfeed-program-begins,0.35
https://www.marist.edu/-/marist-news-president-s-awards-for-community-service,0.96
https://www.marist.edu/-/marist-news-programmed-for-success,0.96
https://www.marist.edu/-/marist-news-rare-book-collection-shines-a-light-on-the-african-american-experience,0.96
https://www.marist.edu/-/marist-news-red-fox-spotlight-brandon-tierney-96,0.96
https://www.marist.edu/-/marist-news-red-fox-spotlight-dede-hourican-13-18m,0.96
https://www.marist.edu/-/marist-news-red-fox-spotlight-evan-fernandez-21,0.96
https://www.marist.edu/-/marist-news-red-foxes-participate-in-black-student-athlete-summit,0.91
https://www.marist.edu/-/marist-news-remembering-the-trip-of-a-lifetime,0.91
https://www.marist.edu/-/marist-news-renovated-steel-plant-is-unveiled,0.91
https://www.marist.edu/-/marist-news-reu-students-summer-nsf-research,0.96
https://www.marist.edu/-/marist-news-saving-the-earth-one-bracelet-at-a-time,0.96
https://www.marist.edu/-/marist-news-second-annual-campus-sleep-out-to-raise-awareness-of-youth-homelessness,0.96
https://www.marist.edu/-/marist-news-students-strategize-ways-to-get-out-the-youth-vote-at-harvard-s-kennedy-school,0.96
https://www.marist.edu/-/marist-news-summer-pre-college-takes-manhattan,0.96
https://www.marist.edu/-/marist-news-the-hudson-river-valley-review-fall-issue-is-now-available,0.96
https://www.marist.edu/-/marist-news-the-legacy-of-larry-vanwagner,0.91
https://www.marist.edu/-/marist-news-two-new-trustees-are-named,0.96
https://www.marist.edu/-/marist-news-vote-for-marist-s-esports-team,0.85
https://www.marist.edu/-/marist-news-woodstock-50,0.96
https://www.marist.edu/-/marist-purchases-space-in-manhattan-to-expand-campus-and-offerings,0.96
https://www.marist.edu/-/marist-singers-present-night-on-broadway-11-4-11-1,0.96
https://www.marist.edu/-/marist-singers-present-night-on-broadway-11-4-11-5-,0.96
https://www.marist.edu/-/marist-students-compete-against-teams-from-across-the-americas-in-the-cfa-institute-research-challenge-text,0.96
https://www.marist.edu/-/marist-students-faculty-and-staff-spend-spring-break-doing-good,0.96
https://www.marist.edu/-/marist-to-launch-doctor-of-physical-therapy-program-college-s-first-ever-doctoral-program-to-admit-students-for-a-spring-2018-start,0.91
https://www.marist.edu/-/new-bryant-gumbel-is-inaugural-lifetime-excellence-in-sports-communication-award-honoree,0.91
https://www.marist.edu/-/new-exhibition-explores-the-connection-between-nature-and-the-human-condition-text,0.96
https://www.marist.edu/-/new-issue-of-the-hudson-river-valley-review-covers-300-years-of-regional-history,0.96
https://www.marist.edu/-/news-2016-renewable-energy-conference,0.96
https://www.marist.edu/-/news-2018-07-12-kevin-mccarthy-royals,0.91
https://www.marist.edu/-/news-2018-08-06-tarver-interns,0.96
https://www.marist.edu/-/news-2018-08-09-charles-schumer-poll-hub,0.35
https://www.marist.edu/-/news-a-75-million-gift-establishes-the-raymond-a-rich-institute-for-leadership-development,0.96
https://www.marist.edu/-/news-a-crowning-achievement,0.96
https://www.marist.edu/-/news-a-life-less-ordinary-violinist-robert-gupta-05-releases-his-first-cd,0.96
https://www.marist.edu/-/news-a-new-era-for-the-historic-cornell-boathouse,0.96
https://www.marist.edu/-/news-advising-on-the-roosevelts-,0.96
https://www.marist.edu/-/news-alumni-take-marist-s-mission-of-service-to-southeast-asia,0.96
https://www.marist.edu/-/news-alumni-weekend-spotlight-kadeine-and-joshua-peterson-class-of-2009,0.96
https://www.marist.edu/-/news-analyzing-politics-media-and-the-law,0.96
https://www.marist.edu/-/news-author-to-speak-on-hudson-river-valley-as-birthplace-of-modern-environmental-movement,0.96
https://www.marist.edu/-/news-bill-thirsk-named-to-computerworld-premier-100-it-leaders,0.96
https://www.marist.edu/-/news-bryant-gumbel-to-receive-marist-college-lifetime-excellence-in-sports-communication-award,0.96
https://www.marist.edu/-/news-cbs-producer-alvin-patrick-to-join-marist-board-of-trustees,0.96
https://www.marist.edu/-/news-cnn-s-jake-tapper-to-speak-at-marist,0.96
https://www.marist.edu/-/news-col-oliver-hazard-payne-and-his-mansion-on-the-hudson,0.96
https://www.marist.edu/-/news-congratulations-to-the-marist-college-class-of-2014-,0.96
https://www.marist.edu/-/news-doctor-of-physical-therapy-program-offers-first-stride-clinic-free-gait-training-to-amputees-and-education-to-clinicians,0.96
https://www.marist.edu/-/news-dr-lee-m-miringoff-honored-for-outstanding-achievement,0.96
https://www.marist.edu/-/news-ed-smith-2018-summer-exhibitions,0.96
https://www.marist.edu/-/news-educator-eric-kaufmann-14-seeks-to-change-lives-in-nicaragua,0.96
https://www.marist.edu/-/news-enterprise-computing-conference-examines-disruptive-technologies-and-the-internet-of-things,0.96
https://www.marist.edu/-/news-finding-poetry-at-marist,0.96
https://www.marist.edu/-/news-global-studies-from-the-field-lecture-series-presents-veteran-and-author-derek-mcgee-11-27-,0.96
https://www.marist.edu/-/news-governor-cuomo-brings-state-of-the-state-address-to-marist,0.96
https://www.marist.edu/-/news-holocaust-remembrance-event-features-a-talk-by-survivor-marion-blumenthal-lazan,0.96
https://www.marist.edu/-/news-listening-to-those-who-aren-t-often-heard,0.96
https://www.marist.edu/-/news-marc-andrews-18-proves-that-no-obstacle-is-insurmountable,0.96
https://www.marist.edu/-/news-marion-blumenthal-lazan-a-survivor-s-story,0.96
https://www.marist.edu/-/news-marist-a-model-of-efficiency-,0.96
https://www.marist.edu/-/news-marist-again-named-a-princeton-review-best-colleg-1,0.96
https://www.marist.edu/-/news-marist-again-named-a-princeton-review-best-college-,0.96
https://www.marist.edu/-/news-marist-again-named-one-of-the-nation-s-best-colleges-by-the-princeton-review,0.96
https://www.marist.edu/-/news-marist-alumna-erin-berthold-is-connecticut-s-2018-teacher-of-the-year,0.96
https://www.marist.edu/-/news-marist-at-the-2015-biennale,0.96
https://www.marist.edu/-/news-marist-celebrates-100-maac-championships,0.91
https://www.marist.edu/-/news-marist-college-and-the-rockefeller-archive-center-announce-the-launch-of-the-rockefeller-foundation-a-digital-history-website,0.96
https://www.marist.edu/-/news-marist-college-computer-society-and-ibm-host-hackathon,0.96
https://www.marist.edu/-/news-marist-college-honors-shirley-adams-of-catharine-street-community-center-and-business-owner-nick-citera,0.96
https://www.marist.edu/-/news-marist-college-joins-growing-alliance-of-colleges-working-to-expand-access-and-opportunity-for-50-000-talented-lower-income-students,0.96
https://www.marist.edu/-/news-marist-college-to-unveil-latest-piece-of-its-state-of-the-art-fulton-technology-crossroad-project-in-ribbon-cutting-ceremony,0.96
https://www.marist.edu/-/news-marist-fashion-program-ranked-among-top-50-globally-by-business-of-fashion,0.96
https://www.marist.edu/-/news-marist-goes-two-for-three,0.96
https://www.marist.edu/-/news-marist-hosts-super-conference-of-new-york-new-england-admission-counselors,0.96
https://www.marist.edu/-/news-marist-launches-dual-degree-program-in-accountancy-accelerated-course-of-study-is-one-of-the-fastest-in-u-s-,0.96
https://www.marist.edu/-/news-marist-launches-two-new-concentrations-in-master-of-public-administration-program,0.96
https://www.marist.edu/-/news-marist-music-earns-top-honors-at-district-convention,0.96
https://www.marist.edu/-/news-marist-named-a-top-school-for-game-design-by-the-princeton-review,0.96
https://www.marist.edu/-/news-marist-named-a-top-ten-college-fundraiser-by-st-jude-children-s-research-hospital,0.96
https://www.marist.edu/-/news-marist-one-of-only-50-top-colleges-that-creates-futures-,0.96
https://www.marist.edu/-/news-marist-one-of-the-best-378-colleges-,0.96
https://www.marist.edu/-/news-marist-opens-new-student-dining-center-and-announces-partnership-with-poughkeepsie-s-rosticceria-rossi-and-sons-deli,0.96
https://www.marist.edu/-/news-marist-professor-honored-by-dutchess-county-historical-society,0.96
https://www.marist.edu/-/news-marist-professor-s-latest-book-published-by-renowned-german-scholarly-press,0.96
https://www.marist.edu/-/news-marist-receives-400k-new-york-state-higher-education-capital-matching-grant,0.96
https://www.marist.edu/-/news-marist-receives-nsf-grant-to-revitalize-education-in-enterprise-computing,0.96
https://www.marist.edu/-/news-marist-rowing-posts-exceptional-performance-at-the-prestigious-head-of-the-charles-regatta,0.96
https://www.marist.edu/-/news-marist-s-66th-commencement-college-confers-degrees-on-1-519-at-two-ceremonies,0.96
https://www.marist.edu/-/news-marist-s-b-s-in-accounting-a-top-program,0.96
https://www.marist.edu/-/news-marist-students-earn-top-awards-at-prestigious-technology-competitions,0.96
https://www.marist.edu/-/news-marist-students-win-2018-scholarships-from-prestigious-fashion-education-organization,0.96
https://www.marist.edu/-/news-marist-to-graduate-1-557-at-two-commencements,0.96
https://www.marist.edu/-/news-marist-to-host-tenth-annual-enterprise-computing-community-national-conference-6-17-6-19-,0.96
https://www.marist.edu/-/news-marist-welcomes-oacac-attendees,0.96
https://www.marist.edu/-/news-marist-wins-2014-campus-technology-innovator-award,0.96
https://www.marist.edu/-/news-metoo-the-revelation-that-needs-to-become-a-revolution-,0.91
https://www.marist.edu/-/news-new-innovative-paris-new-york-master-s-degree-program-in-global-fashion-merchandising-launches,0.96
https://www.marist.edu/-/news-new-npr-marist-poll-highlights-how-work-has-changed-and-will-continue-to-evolve-in-the-next-decade,0.96
https://www.marist.edu/-/news-new-report-from-marist-documents-income-inequality-in-the-hudson-valley,0.96
https://www.marist.edu/-/news-new-york-state-awards-marist-3-million-for-cloud-computing-and-analytics-center,0.96
https://www.marist.edu/-/news-on-the-ground-floor-of-discovery,0.96
https://www.marist.edu/-/news-pioneering-sports-broadcaster-hannah-storm-of-espn-to-receive-the-2nd-lifetime-excellence-in-sports-communication-award-from-marist-college,0.96
https://www.marist.edu/-/news-princeton-review-again-names-marist-a-best-colleg-1,0.96
https://www.marist.edu/-/news-prominent-philanthropist-lamontagne-is-first,0.96
https://www.marist.edu/-/news-race-racism-race-relations-in-america,0.96
https://www.marist.edu/-/news-raymond-a-rich-from-the-engine-room-to-the-board-room,0.96
https://www.marist.edu/-/news-school-of-communication-the-arts-launches-center-for-social-media,0.91
https://www.marist.edu/-/news-sprout-creek-farm-transfers-control-of-operations-to-marist-college,0.96
https://www.marist.edu/-/news-students-from-20-colleges-come-to-marist-to-compete-in-the-northeast-regional-ethics-bowl,0.96
https://www.marist.edu/-/news-the-new-steel-plant-takes-shape,0.82
https://www.marist.edu/-/news-thirsk-appointed-to-new-role-at-nysernet,0.96
https://www.marist.edu/-/news-this-is-the-best-time-to-be-in-journalism-,0.91
https://www.marist.edu/-/news-two-graduates-receive-fulbright-scholarships,0.96
https://www.marist.edu/-/news-two-marist-seniors-team-up-for-fashion-design-competition-on-abc-tv-s-good-morning-america,0.91
https://www.marist.edu/-/news-winter-photo-contest,0.96
https://www.marist.edu/-/november-is-hunger-awareness-month-at-marist-college,0.96
https://www.marist.edu/-/premiere-screening-of-documentary-film-on-pioneering-journalist-lowell-thomas-text,0.96
https://www.marist.edu/-/professor-helps-shape-the-training-of-school-psychologists-at-a-national-level,0.96
https://www.marist.edu/-/professor-of-history-david-woolner-to-discuss-new-book-on-fdr-text,0.96
https://www.marist.edu/-/residence-hall-oween-event-welcomes-children-to-trick-or-treat-on-campus-10-28-,0.96
https://www.marist.edu/-/resilience-conference-at-marist-college-focuses-on-families-of-special-needs-children-share-2-poughkeepsie-ny-noted-positive-psychologist-d,0.96
https://www.marist.edu/-/rhonda-o-reilly-05-inducted-into-college-hall-of-fame,0.55
https://www.marist.edu/-/summer-in-the-city-marist-in-manhattan-expands-its-offerings,0.96
https://www.marist.edu/-/the-hudson-river-valley-review,0.96
